Review,Star,Sentiment
My daily dose,5,Positive
This place is perfect. So nice ! And tomato soup is really good.,5,Positive
"Customer service was horrible the server was rude and racist every time we ask for something she kept telling us we don’t have it and after we finished and payed she restocked literally served the person behind me and gave it to him while I still was at the store . Don’t work if your gonna give bad attitude, very horrible (she’s dark skin, short and chubby with a bad attitude she should get fired ? + she was on the phone chatting during the service 👎🏻👎🏻",1,Negative
This was my first time coming in tonight. Felt so welcoming. I usually don’t leave reviews but the young lady who helped was so informative & took her time with me explaining everything. Everything down to the beverages and what they contain. Just wanted to say thank you. You will be seeing me again.,5,Positive
A fun modern take on traditional Middle Eastern food. Tasty and convenient. Lots of options and variety. Also the space was clean and adhered to all covid regulations.,4,Positive
Is it understaffed? Unclear. I had to wait 25 minutes after my scheduled pickup time for the food to be ready. Not sure it even made sense to order on their app.,1,Negative
"They have steadily dropped in quality and service since they opened.  Napkins, utensils ice are regularly empty and they are regularly screwing up on internet orders. Staff is not friendly or professional",3,Negative
"Food is good. But service not so great! I experienced multiple occasions when the staff was either not helpful, not friendly or unprofessional.... management should train first line employees on how to interact with customers.",3,Negative
Always great fresh food available. Fast service and great customer service,5,Positive
"I like Cava Food.  Healthy and fresh. Should take more attention to locations cleaning and change the water fonts' filters more frequently.   I went to Cava downtown Brooklyn on 09/2021. I asked for the same salad that I always ask, this time it was TOO SALTY. No sure why this Brooklyn location used so much salt in the food. The Cava near Union square is for me the best. Best service, cleaner, no too much salt in the food. Cava is not as good as it was when it started.",2,Negative
"Always love cava best balanced meals and amazing spices love this place. Now adding that don't order online, I don't know but it took wayyyyy too long for an online order I would just order in person.",5,Positive
"CAVA always serves up the best tasting options to suit your palate. In addition, the customer service is impeccable as they constantly seek to help customers have the best experience possible.",5,Positive
"First and last time there  custom service sucks and the attitude of the servers stink and  after having my meal wanted to us the bathroom but this tall guy that work there see me trying to use the bathroom did not off the help open the door, These people dont appreciate there jobs",1,Negative
My order was messed up on 2 different occasions but overall..the taste and quality  is great..very fresh ingredients..prefer this over Chipotle .,4,Positive
Great service when it’s not busy crazy,5,Positive
Not my kind of food - way too plain.  Their falafels are not good.  They should not be called falafels.  There are better similar food choices on Atlantic Ave and they are not far from CAVA Downtown Brooklyn.,1,Negative
So good! Wish we had these in Austin!,5,Positive
"Good food, fair service. Better Mediterranean food than some restaurants, if served in a distinctly American fast-food-like way, as a series of stations not unlike Chipotle.",5,Positive
"Overly salted and not inexpensive. For people who consider Chipotle real food, this is similar in quality",2,Negative
I love this place. Food is always fresh and the portion sizes are large.,5,Positive
Food is good a step up from chipotle. Healthy options and quick service. Fair prices for the most part. after u eat u don’t feel guilty,4,Positive
I had the lentil avocado which was pretty good my friend had the spicey chicken salad she said it was too hot for her to finish,4,Positive
Great customers service and received my food in great timing 👍🏾,5,Positive
Great food to try.,5,Positive
"When I don't bring lunch this is my go to spot. Right balance protein, vegetables and carbs.",5,Positive
I found a hair in my salad😢 I’m beyond upset 😡 very disappointed. I have video. It was my first and last time. So much for thinking I had a salad spot. Chipotle is Better. …,1,Negative
I will never eat or spend a dime in that place again.The food is not that great and to top it in order to eat there u need a vaccination card which I think is non of there DAM Business. I will never go to CAVA again,1,Negative
"Good food Mediterranean style of food  with a bit of a twist .. think chipotle. Just more types of greens, and sauces.",5,Positive
Never go to this at 8pm. They didn't have half the stuff that I wanted. I understand it was late but you should give the customer what they want at the time that they come.,2,Negative
"Great, fresh food and excellent service.",4,Positive
"Love their salads and staff friendly but the lines are very long, you can spend 15 minutes just waiting to order but once you do it goes quick.",4,Positive
"The staff here are the absolute best. They’re always polite, quick and efficient, even during lunch rush. Great food and even better service.",5,Positive
"Came for lunch for a pick up order, & app wasn’t processing my order. The young lady who helped was so nice. Definitely will come back.",5,Positive
"The food tast is not, what I expected. Paid money for nothing. Better to go chinese restaurants. Cheap quality foods and test less. Worst experience ever. They don't take cash.",1,Negative
"Normally I LOVE cava but this location is just nasty. Food tasted horrible, they were out of most things and restaurant was disgusting. Mud everywhere and the staff was rude.",1,Negative
Their attitude is very nasty as soon as they saw me and my fiancé through the window one of the servers had a attitude she rolled her eyes and was nasty . The second server  had a nasty attitude and did not handle my food with care at all very rude and nasty .,1,Negative
"If you have a simple palette and like Chipotle, this is basically Chipotle. If you're a normal person who likes healthy food, you'll like this place too. It's basically Chipotle.",5,Positive
Came in around 5pm. Place is clean & smells clean. Young lady taking my annoying order was so nice. Food is great & great customer service.,5,Positive
"I love the food. Is not sophisticated, but it's very tasty, pretty healthy and quick.",5,Positive
Service was erratic Staff needs to be ReTrain in Customer service.,1,Negative
Good place for quick and healthy food. The food was flavorful and portion size is good if you are building a bowl.,4,Positive
Great meatball and manager Jenny is a great as well :),5,Positive
Would give 5 stars for the delicious food except the workers always seem to rush me along in my bowl building process,4,Neutral
"Very good selection, food was very tasty, not a big salad guy, but they have the option of adding grains as well. Must try if your in lower Brooklyn.",4,Positive
Just excellent place and great meal,5,Positive
"The meatballs were so salty, I like cava but this location it wasn’t great as others, they were very cheap putting the salad and meatballs salty.",1,Negative
The mini pita for the win! Perfect quantity for lunch. You can order on the app or you can wait in the super long line.,5,Positive
Great place to have lunch from; ai always chicken and right rice there and it is always a great experiwjnc,4,Positive
Food is a little pricey and surprisingly fulfilling. Staff were courteous and welcoming.,4,Positive
Frkn attitude of a short girl behind the counter.  Rubbish customer service. Very common at this place.,1,Negative
"Go to lunch spot. Quick service, solid location, def use the app for rewards points",5,Positive
Worker had very bad attitude they don’t deserve to work there had A attitude whole time she was sharing the food it’s no reason why you should be that way just very unfriendly and unprofessional,1,Negative
Food is delicious... Small dining area where you can sit.,5,Positive
"I still say the food good, hospitality is horrible",2,Neutral
"There food was delicious,specifically the black lentils peas I like it",5,Positive
"Don't go for lunch, they get too crowded and it took an hour for my food to be ready when I ordered via the app",3,Negative
Spicy lamb was not well cooked. It appeared  a difference in prices than other Cava .  Bathroom needed cleaning.,3,Negative
Great Food but service not so good and inconsistent.  I only come back for the food and affordability and closes food spot to my school.,3,Neutral
5 stars for the food and 0 for the customer service and cashiers with attitude it's not my first time  here i eat here everyday but this will be my last time me and my coworkers not coming here again until they have a nice satff specially the cashiers with fake hair and the other ones!!!!!!,1,Negative
"Parts of my order were missing, i ordered through the app. My bowl was half full, and the falafels were undercooked. Not ordering again.",3,Negative
Put anything in and it'll turn out amazing :) so happy cava is so close!,5,Positive
$20 for one scoop of chicken.,1,Negative
Food so good and fresh.  The fesh pita chips are divine.  In love.,5,Positive
Good food and reasonable prices but they are pretty slow sometimes and are perhaps understaffed.,4,Neutral
"The food is always tasty, but the customer service was less that great.",4,Positive
A friend bought me lunch there. It was great. Not to mention the Great Service. Go Cava.,5,Positive
"Nice staff... excellent salads, never feel hungry after 😉 …",5,Positive
Terrible management or whatever. Always running out of food. Always dirty. There’s always  a worker that pushes responsibilities onto other. Bad for the brand.,1,Negative
"Don't like it , My job interview was a disaster don't schedule a interview for anybody if you take 50 years 😑😑😑👎👎👎",1,Negative
Food is good but the 5th time here. The customer service sucks,1,Negative
Love love love this place. The food there is so damn good and you have to get the pita chips ❤,5,Positive
Love their salads and the variety of toppings you can put on it.,5,Positive
"The food was delicious,  but a little cold.",4,Neutral
Food is delicious & fresh. Staff is also nice & helpful,5,Positive
"Unhealthily bastardized Mediterranean, saladified.",1,Negative
Disgusting staff. Will never step foot at this location again,1,Negative
Love CAVA! Filling food yet Healthy and delicious 😋 …,5,Positive
The manager named Angie was amazing she helped me with every step and it was an excellent experience I give her and the store a 5 out of 5 stars!,5,Positive
Nice fresh food. Tasty. Staff were nice.,4,Positive
The food is ok definitely not the best but somewhat healthy.,3,Positive
Door dash delivery!,4,Neutral
Solid healthy food and a super friendly staff that makes you feel at home,5,Positive
"Very nice employees.  Food is great!
Happy Wednesday!!!🤗🤗🤗🏅 …",5,Positive
Great place to eat healthy salads! Would give 6 stars if possible,5,Positive
"Dig this place, especially for healthy stuff. Pro tip: grab a to-go menu for reference as you go through the line for your first time- the options aren't well labeled.",5,Positive
service was great and the food was even better.,5,Positive
Amazing food. Please bring back the spicy lime tahini.,5,Positive
Good fast casual Mediterranean spot; only wish that they had fried falafel,4,Positive
"Great food, great atmosphere, excellent customer service!",5,Positive
Very affordable for the amount of food and the quality. Great value,5,Positive
The best food,5,Positive
"The food is authentic, delicious, and great service!",5,Positive
"The best lunch break I ever had,  can't wait to go back",5,Positive
Food is delicious and very friendly staff,5,Positive
"Very very rude girls working in this place food so delicious,  but really disappointing to see nice places with such a staff !!",1,Negative
"Tasty,healthy..what more do you want",5,Positive
You get a lot of food a reasonable price.,4,Positive
Not bad. The pita was good.,4,Positive
Two incorrect order deliveries in a row and a no show,1,Negative
Food is good. Service not so much.,2,Neutral
Service is great and the food is delicious!,5,Positive
Food tastes rotten and wet,1,Negative
"Biased beef with greens and rice, the sauces are amazing",5,Positive
Fresh and healthy ingridients and the base go beyond just grains.,4,Positive
Good food. Good price. Lots of food for the price.,5,Positive
Really good handling of the food and delicious.,5,Positive
Cava is the best.  Healthy too.,5,Positive
Nice foods for good health.,5,Positive
This food is so delicious and healthy!!,5,Positive
"Great staff, great food",5,Positive
Healthy large portions for a quick lunch,4,Positive
This place is awesome the food is great...,5,Positive
Its ok for the younger crowd,3,Positive
"The night shift is horrible, the cashiers are so unprofessional, attitudes galore. !!!!",2,Negative
The spicy chicken is the Brooklyn bomb!!,5,Positive
Great selection of sides,4,Positive
Eat here all the time delish,4,Positive
30 minutes pick up long time,1,Negative
Great food.,5,Positive
It's reasonably priced for the quality.,4,Positive
The bread of this Gyro  is very good,5,Positive
Good Mediterranean food! 👍🏼 …,4,Positive
Delish!,4,Positive
Good food but long lines,5,Positive
Great healthy options and they stay crowded,4,Positive
Whoaaaa!!! This establishment is DOPE!! Was passing by....glad I walked in!!!,5,Positive
Great Food and Great Staff,5,Positive
I love the cava's food,5,Positive
Beautiful,4,Positive
This is Chipotle for Greek food 🤤 …,5,Positive
Best salads and pitas.,5,Positive
Great lunch spot.,4,Positive
Great tasting food,5,Positive
Lots of healthy veggie choices,5,Positive
Great atmosphere,5,Positive
Great customer service,5,Positive
Great food and service,5,Positive
Quality customer service.,5,Positive
Food is delish!,5,Positive
food was delish!!!,5,Positive
Good  👆 …,5,Positive
Good healthy food,4,Positive
Really good food,5,Positive
Clean fresh eating,5,Positive
Great food.,5,Positive
Awsome,5,Positive
Great food,5,Positive
Good,5,Positive
Great salad.,5,Positive
Falafel was cold,3,Negative
Great salad,4,Positive
Awesome,5,Positive
Amazing,5,Positive
Great salads,4,Positive
Awesome food,5,Positive
Love the food,5,Positive
Good food!!!!,5,Positive
Taste great,5,Positive
Fresh food,5,Positive
Very healthy,5,Positive
Delicious!,5,Positive
Pretty goo,4,Positive
Outstanding,5,Positive
"The food is amazing always cooked fresh and tasty thanks to TJ ,always appreciate the amazing service from staff and manager Mohamed",5,Positive
We visited Cava while visiting the Brooklyn bridge. The staff was very helpful explaining the menu since it was our first time there. They are like a chipotle with more unique options. The food was good and seemed fresh. The spicy chicken is quite spicy but it wasn’t unbearable. The drinks were really tasty. We tried all of their juices & liked them all.,4,Positive
TJ and Mohammad are good dudes. Cava is him.,5,Positive
Amazing!! Love coming to this cava. They’re all so friendly and have clean service,5,Positive
"My favourite lunch spot!! They have some of the nicest people, and they always have amazing food :)",5,Positive
GOOD EATS I Found out about this place through Tik Tok I’ll definitely be back portions seem small but the bowls fill you up The Chef in the Mask definitely do his thing,5,Positive
love going always fill up the bowl and add a bunch of toppings and sauces. Worker Brandon super nice,5,Positive
Great experience great service really nice people especially Brandon and the cashier would go back here,5,Positive
The food is always fresh and delicious! New manager Mohamed really takes care of the customers.,5,Positive
Thank you Manager Mohammed for the great customer service !! Literally the star of the store,5,Positive
Mohamed and Irene was so nice and servicial. Also I love the food!!,5,Positive
Don’t bother customizing your order they will ignore your request and dietary restrictions,1,Negative
"Food was so good, Mohamed and Irene gave us good customer service….",5,Positive
TJ and Malcolm are extremely welcoming and professional. They are completely knowledgeable of all menu options. They offer suggestions and additional options to match my healthy lifestyle…,5,Positive
Tj and Mohammed were very helpful and provided excellent service as did the rest of the staff. Great experience overall.,5,Positive
If u are ordering through doordash or Uber etc… Walk ins are served before delivery pick up . Don’t matter if you call and already paid . ETA at lunch or dinner can easily be 30 min wait for pick up. Workers start making the food when we show them the phone app . But they are suppose to make the food before we get to Cava. Management needs to be better organized to fulfill deliveries instead of putting deliveries to the side . At times there are ten delivery persons waiting patiently for food to be ready .,1,Negative
"We ate well, nothing special but comfortable and fast",4,Neutral
Visited the store for the first time. The ambience doesn't have much to offer here whereas the service was average. I had ordered a whopper and classic fries. The staff forgot to give me ketchup packets. The whopper patty wasn't fresh and guess that's one issue with these big chain restaurants though I liked the fries as they were hot!,2,Negative
Terrible customer service. My SMALL fry was half way full. I politely asked her for just a little more and she refused. I had to argue with the MANGER (short Hispanic woman) to give me more fries. Her attitude was also unprofessional.,1,Negative
Of All the people that work there I did not think I was gonna get an attitude from the manager generia  worst person to work at a restaurant and it was all over a little bit tartars sauce Will be sending this to corporate I know how this works,1,Negative
Order ahead service was great. Set up my order through the app and it was hot and ready when I pulled into the drive thru. Minimal wait time.,5,Positive
It's one of the better Burger Kings I've been to for food. It's not a good environment for kids.,4,Positive
"I saw the 3.3 rating but was hopeful that the food wouldn't be so bad. Not only was the customer service poor but the food was awful. Burgers were cold and half of the fries we ordered were stale. Onion rings were pretty good though, that's why they got two star instead of zero.",2,Negative
"Worst customer service ever. Food is cold and moldy. The employees all just talk and ignore people that are trying to order their food. I was once there and there was a line of 3 or 4 peopld ( keep in mind barely anyone goes to this burger king because its well known for its poor customer service and bad food quality ) and nobody was served. They also ignored this poor man who was asking for his food he bought and they completely ignored him until he raised his voice. I would rate it 1/10, but its not even in that number scale, its in the negatives. Shut down this burger king in this spot, and put a mcdonalds or something. Or atleast change the management and employees for godsake.",1,Negative
They forgot my order to put it inside the bag because when I got home I saw there one item so They took my money,1,Negative
New guy is a little slow but place always clean and food hot,4,Neutral
Workwear windows is polite but the drive thru is so skin and small needs better direction signs or you’ll pass right by it,3,Neutral
They never get the order right.  It's so annoying. I yell them no ketchup because I'm a diabetic and every single time they put ketchup in the burger!!,1,Negative
"Not a good Burger King. Ordered in advance to keep it quick but when I arrived they didn’t have any prior knowledge of the order. Then looked and said they didn’t receive it then upon a second and third person checking to see it in their system, they finally found it. I then had to wait for them to make it from scratch. Received the buns and burger Patties totally burned and every bite only tasted of char. On top of all that, my girlfriend and i each had stomach aches and digestive issues after. Employees seem not to have it together. as I was waiting and watching other customers had issues. It’s Burger King so you shouldn’t have high expectations to begin with but you’re better off going anywhere else nearby.",1,Negative
Worst b.k ever. Walk in and all the workers literally stood talking to each other.  We stood at the register and not one of them stopped talking to even look at us. We walked out and they didn't even turn their head. Half the lights are out. No heat. And the place was filthy. The screen for the menu doesn't even work. And they tell u cash only. Pretty sure they just keep the money and don't even ring in the food.,1,Negative
"Though the store was renovated a few years back, the quality and service is sub-par.",2,Negative
"Today's experience Jan 3rd 2021 convinced my wife and I to never come here again! While on our 45 min. LUNCH I spent approximately 30 minutes in drive thru to drive away without a unprofessional manager or employee to alert the customers or ask for my order or apologize for wasting my time. I left in such a rage I wanted to curse at the MANA-JERK in charge, but no one came to the window. This establishment needs to hire professional people to lead. Simple if you have no employees to work!!! WHY OPEN?!! This is not a good time to mess with people's food or stomach. Close your establishment down because this is FALSE advertisement especially if you have no workers at work. NOW I'm at work hungry with nothing in my stomach and will make sure to spread the news around the school building to avoid this Burger King location at all cost. Especially when it's draining valuable time for people who actually work.Terrible experience!!!",1,Negative
"This particular location is not a pleasant one. Although it literally took 2 minutes for me to receive my food, it was very cold and wasn't fresh at all. I ordered via the drive thru and could see the facility was quite filthy. Staff seemed to be over worked as I witnessed one person trying to do three separate jobs all at once while still trying to handle orders at the drive thru window. Whoever owns this franchise, please think about investing in training staff to keep your business cleaner and try to keep all oders fresh, it'll attract more customers than you think.",1,Negative
This BurgerKing needs a better Store Manger . The assistant manger are always rude . They make you feel rushed and don’t even get the order right the first time . I’ve went here multiple time and feel like this is just normal for them to mistreat there customers! If you’re looking for that A one customer service it’s not here go to Bergenline instead at least they get your order right the first time and give you sauce !,3,Negative
"I was there in night for pick up Uber eats order.  restaurant was winded up and 1 order was ready on table. Door was locked, I knock the window from outside there is 2 lady inside saw me and ignore me. I try to talk many times but nobody come. At the end I had to cancel order.  Please respond at least order is ready sooo.",3,Negative
"I've placed an order through the Grub Hub App but My Order was Incomplete.
I placed my order from the Burger King restaurant store #2367 in Jersey City, NJ
There is a phone number of this Burger King I ordered from and surprise surprise, the number is not in service.
Then when I tried to Google search the number on their website, the number was different from the number on the receipt and Once Again to My Surprise, that number is Also Not in Service.
So Basically I paid for an incomplete meal and was not refunded or compensated. This is Extremely Unacceptable & Unprofessional to Not have an working contact number to address this issue",1,Negative
"Where to start? I been to so many BK chain restaurants and other fast food chains, this is by far the worst location I have been in all fast food restaurants. I have to say I have low expectations to start off with considering this is just fast food restaurant. I usually don’t like to rate based on one time visit, I been to this restaurant drive thru several times and not a single once they got the order correct, it is always missing/incomplete in the beginning I would always discover it when I’m already home. There has been multiple times where I order using the app I would go to the pick up window and say they ran out of the item and I have to connect with Customer service in the app to get refunded. Also, when I order in the app, I select “dive thru” pick up and the lady always insist for me to come inside and I explain, I have kids in the car that’s why I selected pick up window in the mobile order. Also, when I’m being asked “how may I help you” as soon as I start the order, the lady says “that’s it” and continues on repeating it multiple times and I am considered that I speak fast so I’m not a slow speaker, otherwise I would understand that she is trying to take order. Drive  thru speaker system is horrible, you have to repeat each order at least 3 times for them to hear it, then regardless they will get it wrong. Many many years ago I worked at Wendy and I know how the drive thought timing works, so to cheat the system, they tell all cars to wait in the parking lot for their order, this shows that they are on time with there driver thru orders, total lie because I can be waiting  in the car for over 10 mins. I would recommend to remove drive through timer because it’s being worked around and don’t represent actual time the order gets completed. Finally, if there is such a competition for being worst fast food restaurant location this location would to totally win it with flying colors for, bad attitude, quality of food, timeliness, in complete and wrong orders, you name it.",1,Negative
"The manager isn't doing anything except being on her phone. The person who cooked it didn't heat up my sandwiches , this is the WORST burger King ( b k ) EVER ! DON'T expect me to go there again!",1,Negative
"Never again, Worst service ever. Ordered the Your way meal and they gave me nothing close to it",1,Negative
I would give this place a 0 stars if I could. Everytime I go here the burgers are always cold. We all know that they reheat the food so why is it that they can't at least give their customers hot sandwiches that we pay for. The app tries to rob you when in the store 10pc nuggets are 1.49 and on the app it's 5.19 like what!. The owner needs to reevaluate the staff and make sure that they are doing theirs jobs to the highest standards of this franchise.,1,Negative
"This is the 3rd and last time I place order thru Uber it is always wrong and Uber is so disrespectful that they just refund your money as if you were a begger.
They have no Customer Service truly sad!",1,Negative
"This burger king is the absolute WORST. Soda's are flat, food is cold, core of lettuce heads, speaker in drive thru doesn't work the list can go on about this location. It's disgusting better off heading down the block to McDonalds.",1,Negative
"I tried to order the 2 for $10 combo today (with mix-n-match sandwiches available). The offer was  DISPLAYED ON THE MENU, right above the register.  The woman who took my order (wearing all black, a manager perhaps?) tried to punch it in and couldn't figure it out.  Took some time. Then she rudely tells me the sandwich I want is NOT part of the Promo. I literally point above her head to say she's wrong, it's offered right there on the menu.  She looks at it, tries again on her register, mumbling the whole time.  Now a line is forming behind us.  After many minutes of standing there, I guess she finally gets it so she rudely yells ""$10.66"" and walks away...  No apology for her mistake.  No apology for causing delay.  Nothing.  It doesn't bode well for a branch when an employee tries to deny you an offer that is literally being displayed above their head.",2,Negative
"Today I order burgers from this location @8:20 pm I had some kids at home ( family bundle offer $12.99) order number 7. the order processed the driver started moving was watching on the map ,it’s almost 9:30 an one hour , when the driver was approaching near by the app went to reload. In this COVID I mentioned inn once the drive near home to call me. But final near appeared. Such disappointment. Final I order from DOMINO’S pizza there were the best ever I got my dinner on time in less then 30 mints . This 330 central Ave the worst service. I’m waiting for my refund.",1,Negative
"Place is disgusting, rundown and looks like it hasn’t been touched or cleaned in years. Lord knows how they’ve passed their health inspection..",1,Negative
"This Burger King either needs a complete staff replacement or better yet to be shut down. Order is never correct when ask to correct order all you get is attitude. Place is always dirty, food barely cooked. You wait forever to place an order or to get your food.",1,Negative
"Really not trying to be petty but good grief this particular location is a mess. Everytime I order here, at least one thing is wrong, at least one thing every single time! Today, 4 orders for 4 people and 3 sauces. I ask for more and woman behind counter tells me I gotta pay for more ugh. Then the drinks are wrong. It's always something and the attitudes behind the counter are completely frustrating. They mess up the order and when I mention something, I get an attitude? Hire new people.",1,Negative
"This location is a sorry excuse for a Burger King.. I ordered 10 for 1$ nuggets and they were as if they had been made a hour or two ago and were waiting to be purchased.. Then my cheeseburger the burger was the same exact thing like it has been sitting waiting to be sold. The cheese wasn't melted let alone the burger was only just about room temperature.

FYI, this BK was not clean/sanitary  at all @ 12-1pm

There is one television and its by the ordering station. For that don't put any tv since its in a position where no customer can watch and eat even if it is just the news.

Overall the worst experience I dealt with when dealing with Burger King.",1,Negative
"Don’t use the app. It’s inaccurate. Also, they said my food was one the way 3 times over and it never came. Then I called the delivery driver...he said they gave the food to another delivery driver......ok cool... but neither of them came 🤦‍♂️ . Go literally ANYWHERE ELSE  👎  This is to be expected from a chain like this. Who’s the idiot now? 🤷‍♂️",1,Negative
Fast and friendly service. Very clean dinning room,4,Positive
Visited this place at 714 am. No one was there. No one answered me in the drive thru and no one came to the window either. When do you open??? When does anyone come in??,1,Negative
"The people there can be nice at times and they can improve, but it can be a nice place for a quick bite. They do try to keep the place clean and the food there is alright but might take a while for you to get it. Most people here take it to go but other than that, its almost like any other Burger King.",4,Neutral
"Used to be a nice place when the previous staff used to be there. Now there are a bunch of rude, unmotivated employees who hand you the wrong order. Also, the 2 times I ordered with Uber Eats from here, they missed an item. I felt bad for the Uber driver who had to go back to get the missing milkshake for my pregnant wife.",1,Negative
"Opted for the 2 for $7 Offer and went with 2 Impossible Kings. Without any tomato or lettuce, the Impossible King is not a balanced burger. What makes it particularly unappetizing are the SUPER SALTY pickles they put in it.",2,Negative
Got the 3 for 3 menu double cheeseburger french fries and a dr pepper. Also got an order of onion rings that tasted burnt and old. They were over cooked. Didn't want to go back to get fresh onion rings because I was already driving home. Can't wait to be able to eat in the restaurant so that you can get your order fixed.,3,Negative
"Maybe it was just an off day, but when I went there it sucked, and I mean compared to fast food standards, not 5-star restaurant standards. The burger was poorly made and thrown together and not very tasty, and when I asked for a cup of water they said they didn't have any. Free water is like half the draw of grabbing a quick bite at a drive thru, come on, how cheap can you be!!",1,Negative
"The organization sets standards with respect to timely drive through service which the management of this location clearly override by having drive through customers park in an adjacent lot so that the clock can stop running, indicating the service was provided in a matter of a few seconds ... Bottom line, I don't care if I have to a little wait longer for a fesh, hot meal! Unfortunately often when I've pulled over, that's not what I received, sometimes the order brought out was completely wrong! ☹️",1,Negative
"I went with my wife & used 2 coupons so I didn't have to tell cashier anything but that it was to dine in. They had me waiting for 25 minutes & I couldn't vent because servers were grilling me & mumbling about my face because I was about to explode of rage. Once order was done it was handed to me in a bag. When I said   it was to dine in, she put a tray under bag. She asked me anything else,  I said ketchup,  she pulled out 2 hands full of ketchup & threw it on my tray. I couldn't believe I was assaulted at Burger King.  I will share my story for ever. McDonald's will love me from here on. I rated 0",1,Negative
"I am always greeted by a friendly face and wonderful service. I usually treat my brother to a meal there ( Passaic-Wallington bridge) and he absolutely loves their selections. We usually sit inside and enjoy a visit there and we are never rushed out. I have never been disappointed by their food. In Jersey City-Central Avenue, I visit with my Mom and she too loves their food. She frequents that location and goes there at least once a week. The staff is very kind and helpful to her. We have never been disappointed by their food.",5,Positive
"The ""Assistant Manager"" that is taking drive thru orders this very second is very nasty. Car full of kids so my order is very large. She was huffing and puffing and kept asking is a nasty tone if I was finished. Didn't ask what type of drink I wanted and just gave me anything. Repeated my order 4 times because she couldnt get it right. Had she stopped asking me if I was finished she probably would have gotten it right. Forget about sauce for the nuggets  or napkins. I dont know who in their right mind thought she was capable of giving even the slight bit of customer service. The 2 orders behind me she gave the same attitude (I only know this because I was still waiting for my order). She needs a refresher course on how to treat customers.",1,Negative
Burger King near to jersey city height .. It’s in a busy area. They have a driveway but driveway space is a very narrow.Food is good.Customer service is OK. Please east little bit dirty due to heavy population. Restroom need more more clean.Good for walking people. There is no free parking before 6 PM. Burgers are really good tasty.,4,Neutral
I like it. The staff is fast and friendly. And did I mention that they give equal opportunity to even workers with disabilities. My favorite employee is this young man who just gives me such a big smile whenever I see him. I have a disabled nephew who's very independent. This young man reminds me of him. He just warms my heart when I see him.  And he's always helping and smiling. Even if the food sucked ( which it doesn't) I would still order from here because I support their hiring. Other companies should follow suit. ❤,5,Positive
"This Burger King is by far one of the worst branches I’ve been to. Over fried and dried mozzarella sticks and their cookies were stale and rock hard. I ordered a coffee and it was flat cold not even warm. Then when I told them my issue, it was reheated in the same styrofoam cup and handed back to me. Bad management. All the staff knows to do is stand behind the counter and make talk and not pay attention to customers trying to talk to them.",1,Negative
11/15 at about 7PM.  3 out of 3 workers seen through the drive through not wearing masks & visibly touching her nose while handling and packing orders. NOT Covid Safe. Never pulled up their masks or anything.,1,Negative
"On occasion they will get my order wrong, the breakfast menu will switch over a little faster than the scheduled time, and the staff will always be stressed out have an attitude. But aside from that, I don't really have a problem.",4,Neutral
This is the first Burger King I've ever been to. It was raining outside and I needed to kill time. There's an air of sad desperation about this place. Homeless people seem to live here all the time. It has all the comfort and atmosphere of an old bus terminal. The food lives in a halo of cheap fat and sadness. This is not a place you would want to hang around. The frys were ok.,2,Negative
"The worst customer service , especially the drive thru is the worst. Went a couple times in the morning at 8am, they responded after waiting for 15 mins.",1,Negative
Food is fine. But good luck with the delivery service from here. Twice now i order delivery and there's missing items when they arrive. And getting a refund is close to impossible. I'm done with this Burger King.,1,Negative
"This is the worst Burger King I have ever seen. It's filthy and I have noticed poor hygiene behavior among employees.  They were smoking at the entrance and when it got busy, one young woman came in and went straight to the food station..I did not see her wash her hands first.

Also the food in my three visits has never been right...cold...overcooked (my friend couldn't even eat her veggie burger as it was microwaved to toughness)..onion rings fried too long so the onion boiled away.. and I felt a little stomach ache a couple hours after eating. This is a never return place for me!",2,Negative
Typical Burger King with all the normal menu items.  Been there 3 times and it is a little sketchy as I see the same 2-3 individuals making themselves at home in the dining area.  Not conducive  if you want to dine in.,3,Negative
Terrible...cold food bad service.... so I decided to give them another try and I'm sorry I did they let me down again let's start off with the homeless money begging people that have made themselves at home that are hanging out in the front charging their phones and watching football games on the Burger King TV..... I waited about 20 minutes just for some nuggets they were definitely understaffed overwhelmed they really need to get it together I will definitely not be going back to their honestly they should just close down,1,Negative
They are really dirty and have a nasty attitude.  I found a hair on the french fries and asked to get me a new one. she did not have a right attitude to replace it and tried to put it back to fries basket to sell it again.. so I had to tell her to trash it. Unbelievable....,1,Negative
"This place is dirty, french fry not really full, didn't feel comfortable to dine in.",1,Negative
Staff needs to be more organized...i was served very cold burger ...and fried ..chicken nuggets were like from day before ...place is kinda dirty ... Wont give any healthy or hygienic feeling.... Its a franchise... they shuld be well aware of the place's situation....afteràll its busy restaurant..,2,Negative
